"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2005","","","","467810.146958"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2020","","","","695128.714"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2002","","","","327799.009602"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2003","","","","369768.482942"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2016","","","","470093.221"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2013","","","","550111.950463"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2010","","","","546951.757225"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2001","","","","331933.292497"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2007","","","","545253.203047"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2014","","","","535203.670341"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","498839.263"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2016","","","","526434.41"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2014","","","","533649.85395"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2017","","","","643091.71"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2002","","","","248573.73971"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2019","","","","715195.604"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2012","","","","488067.636881"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2013","","","","538715.550873"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2015","","","","526928.966"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2001","","","","238979.937242"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2006","","","","390961.701684"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2004","","","","329651.914736"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2008","","","","418437.579156"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2007","","","","412258.199592"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2000","","","","306703.220079"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2010","","","","484472.789456"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2003","","","","278998.027258"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2018","","","","718371.718"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2009","","","","355436.797334"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2011","","","","494359.854971"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2005","","","","344570.601482"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2020","","","","787611.939"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2020","","","","638065.419"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2014","","","","731424.484402"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2001","","","","268112.934317"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2018","","","","658155.906"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2016","","","","685130.161"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2017","","","","644190.52"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2007","","","","558545.983695"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","705774.233"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2013","","","","694565.161801"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2011","","","","639328.455956"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2012","","","","658130.460224"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2019","","","","641156.298"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2008","","","","600595.767436"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2009","","","","507521.083854"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2004","","","","388474.021221"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2005","","","","462530.751631"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2002","","","","272882.438684"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2006","","","","546471.978457"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2003","","","","308409.374923"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2010","","","","585448.137775"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2000","","","","286963.210851"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2004","","","","1226195.51633"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2001","","","","837453.485703"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2007","","","","1725185.090468"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2009","","","","1376294.237846"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2003","","","","1030753.441695"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2005","","","","1316261.436101"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2002","","","","896640.763074"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2011","","","","1962777.278862"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2013","","","","2035312.958164"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2014","","","","2115722.478637"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2016","","","","2020166.016239"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2020","","","","1835838.704616"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2006","","","","1466887.567976"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2008","","","","1841844.143439"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2019","","","","2185122.282896"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2010","","","","1686685.643312"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2000","","","","832706.332587"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2018","","","","2240225.305878"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2017","","","","2150704.290119"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","2019727.030398"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2012","","","","1972621.818273"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","1995","","","","152319"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","1996","","","","152744"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","1993","B","Break in series","","113452"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","1997","","","","155739"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","1990","","","","104354"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2000","","","","156257.46716"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","1980","","","","54990"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","1991","","","","108925"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","1994","B","Break in series","","131673"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","1998","","","","149831"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","1992","","","","117195"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","1989","","","","95950"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","1999","","","","146255"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2016","","","","281156.173"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2010","","","","252836.046118"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2001","","","","148140.89937"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2018","","","","312210.818"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2019","","","","305484.333"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2008","","","","251268.793728"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2017","","","","295107.565"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2003","","","","173066.201976"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2007","","","","239937.581493"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2009","","","","212161.3184"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2004","","","","195034.304071"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2005","","","","203112.313208"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2020","","","","328113.8"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2011","","","","295144.734299"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2012","","","","282815.973398"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2013","","","","302423.676032"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2015","","","","288509.5"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2006","","","","219196.144698"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2014","","","","312818.557579"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2002","","","","154385.234637"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","A","Annual","A","Annual","USM","Million US dollar","2010","","","","2395065.12964"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","A","Annual","A","Annual","USM","Million US dollar","2001","","","","604083.910716"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","A","Annual","A","Annual","USM","Million US dollar","2003","","","","764264.316971"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","A","Annual","A","Annual","USM","Million US dollar","2006","","","","1801128.64493"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","A","Annual","A","Annual","USM","Million US dollar","1990","","","","362586"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","A","Annual","A","Annual","USM","Million US dollar","2008","","","","2884169.897533"
